Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
SRM Matrix,Vitamin K1,,VIK101,MG_P_KG,Interim Precision,IRM001A,0.76,0,0.047,4.70E-09,-6.119186408,-8.327902142,0.1267,-0.897127083
MISC_DAIRY,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.77,0,0.108,1.08E-08,-6.113509275,-7.966576245,0.1281,-0.892304444
CHEESE,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,0.77,0,0.101,1.01E-08,-6.113509275,-7.995678626,0.1281,-0.892304444
PDR_INFANT,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.77,0,0.031,3.10E-09,-6.113509275,-8.508638306,0.1281,-0.892304444
PDR_FCMP,Nitrite,,NITR05,MG_P_KG,Interim Precision,Replicates,0.78,0,0.104,1.04E-08,-6.107905397,-7.982966661,0.1296,-0.887544034
PDR_CHEESE,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.78,0,0.021,2.10E-09,-6.107905397,-8.677780705,0.1296,-0.887544034
PACK_MEALS,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,0.81,0,0.169,1.69E-08,-6.091514981,-7.772113295,0.1338,-0.873620621
SOY_PROD,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,0.82,0,0.081,8.10E-09,-6.086186148,-8.091514981,0.1352,-0.869093857
SRM Matrix,Chromium,,ICPM01,MG_P_KG,Interim Precision,SRM45D_CL,0.88,0,0.075,7.50E-09,-6.055517328,-8.124938737,0.1435,-0.843041155
PDR_MPC,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,0.9,0,0.142,1.42E-08,-6.045757491,-7.847711656,0.1463,-0.834750319
CASEINATE,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.93,0,0.042,4.20E-09,-6.031517051,-8.37675071,0.1504,-0.82265328
PDR_WHPROT,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,0.95,0,0.199,1.99E-08,-6.022276395,-7.701146924,0.1532,-0.814803481
SRM Matrix,Aluminium,,ICPM01,MG_P_KG,Interim Precision,IRM001A_MW,0.97,0,0.259,2.59E-08,-6.013228266,-7.586700236,0.1559,-0.807117231
SRM Matrix,Nitrite,,NITR05,MG_P_KG,Interim Precision,SRM17J,0.97,0,0.174,1.74E-08,-6.013228266,-7.759450752,0.1559,-0.807117231
MISC_FOOD,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,0.97,0,0.038,3.80E-09,-6.013228266,-8.420216403,0.1559,-0.807117231
PDR_WHEY,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,0.99,0,0.126,1.26E-08,-6.004364805,-7.899629455,0.1586,-0.799587854
FISH,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,1.03,0,0.066,6.60E-09,-5.987162775,-8.180456064,0.1641,-0.784974987
VEGETABLE,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.04,0,0.084,8.40E-09,-5.982966661,-8.075720714,0.1654,-0.781410451
PDR_SMP,Nitrite,,NITR05,MG_P_KG,Repeatability,Duplicates,1.04,0,0.08,0.000000008,-5.982966661,-8.096910013,0.1654,-0.781410451
PDR_INFANT,Iodine,,IODI01,MG_P_KG,Repeatability,Duplicates,1.04,0,0.049,4.90E-09,-5.982966661,-8.30980392,0.1654,-0.781410451
PDR_INFANT,Iodine,,IODI01,MG_P_KG,Interim Precision,Replicates,1.06,0,0.114,1.14E-08,-5.974694135,-7.943095149,0.1681,-0.774383064
PACK_MEALS,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.06,0,0.038,3.80E-09,-5.974694135,-8.420216403,0.1681,-0.774383064
PDR_INFANT,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.08,0,0.102,1.02E-08,-5.966576245,-7.991399828,0.1708,-0.767487038
PDR_SMP,Nitrite,,NITR05,MG_P_KG,Interim Precision,Replicates,1.09,0,0.141,1.41E-08,-5.962573502,-7.850780887,0.1722,-0.764086769
FLAV_COLOR,Chromium,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.09,0,0.076,7.60E-09,-5.962573502,-8.119186408,0.1722,-0.764086769
SRM Matrix,Folic Acid,,FOLA04,MG_P_KG,Interim Precision,IRM001,1.1,0,0.121,1.21E-08,-5.958607315,-7.91721463,0.1735,-0.760717552
MEAT_PROD,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,1.11,0,0.091,9.10E-09,-5.954677021,-8.040958608,0.1748,-0.757378827
WATER,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1.11,0,0.035,3.50E-09,-5.954677021,-8.455931956,0.1748,-0.757378827
PDR_WPC,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.12,0,0.022,2.20E-09,-5.950781977,-8.657577319,0.1762,-0.754070045
PACK_MEALS,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.15,0,0.029,2.90E-09,-5.93930216,-8.537602002,0.1802,-0.744318112
PDR_INFANT,Folic Acid,,FOLA04,MG_P_KG,Interim Precision,Replicates,1.17,0,0.218,2.18E-08,-5.931814138,-7.661543506,0.1828,-0.73795715
MISC_PROD,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.18,0,0.219,2.19E-08,-5.928117993,-7.659555885,0.1842,-0.73481733
SRM Matrix,Iodine,,IODI01,MG_P_KG,Interim Precision,IRM001A,1.22,0,0.12,0.000000012,-5.913640169,-7.920818754,0.1894,-0.722518636
MEAT_BONE,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.25,0,0.068,6.80E-09,-5.903089987,-8.167491087,0.1934,-0.713556415
VEGETABLE,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.26,0,0.16,0.000000016,-5.899629455,-7.795880017,0.1947,-0.710616745
PDR_SMP,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,1.3,0,0.132,1.32E-08,-5.886056648,-7.879426069,0.1999,-0.699086848
WATER,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1.3,0,0.019,1.90E-09,-5.886056648,-8.721246399,0.1999,-0.699086848
PDR_MISC,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.33,0,0.022,2.20E-09,-5.876148359,-8.657577319,0.2039,-0.690669906
FISH,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,1.34,0,0.073,7.30E-09,-5.872895202,-8.13667714,0.2052,-0.687906397
PDR_WHEY,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,1.35,0,0.23,0.000000023,-5.869666232,-7.638272164,0.2065,-0.685163436
PDR_WPC,Molybdenum,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.35,0,0.01,0.000000001,-5.869666232,-9,0.2065,-0.685163436
MEAT_BONE,Selenium,,ICPM02,MG_P_KG,Repeatability,Duplicates,1.381332857,0,0.022,2.20E-09,-5.859701658,-8.657577319,0.2105,-0.67669868
PDR_FCMP,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,1.4,0,0.103,1.03E-08,-5.853871964,-7.987162775,0.2129,-0.671746443
PDR_WPC,Nitrite,,NITR05,MG_P_KG,Repeatability,Duplicates,1.41,0,0.068,6.80E-09,-5.850780887,-8.167491087,0.2142,-0.669120619
PDR_WHEY,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,1.43,0,0.183,1.83E-08,-5.844663963,-7.73754891,0.2168,-0.663924383
LIQ_MILK,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,1.45,0,0.07,0.000000007,-5.838631998,-8.15490196,0.2194,-0.65880032
SRM Matrix,Folic Acid,,FOLA04,MG_P_KG,Interim Precision,IRM001A,1.46,0,0.127,1.27E-08,-5.835647144,-7.896196279,0.2207,-0.656264731
PDR_WPC,Nitrite,,NITR05,MG_P_KG,Interim Precision,Replicates,1.48,0,0.278,2.78E-08,-5.829738285,-7.555955204,0.2232,-0.651245244
MISC_PDR,Chromium,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.48,0,0.019,1.90E-09,-5.829738285,-8.721246399,0.2232,-0.651245244
PDR_SMP,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,1.54,0,0.2,0.00000002,-5.812479279,-7.698970004,0.2309,-0.636583977
MISC_PROD,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,1.57,0,0.023,2.30E-09,-5.804100348,-8.638272164,0.2347,-0.629466201
SRM Matrix,Nitrite,,NITR05,MG_P_KG,Interim Precision,SRM121,1.6,0,0.172,1.72E-08,-5.795880017,-7.764471553,0.2385,-0.622483153
PDR_MILK,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,1.63,0,0.05,0.000000005,-5.787812396,-8.301029996,0.2423,-0.61562983
HERB_SPICE,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,1.67,0,0.054,5.40E-09,-5.777283529,-8.26760624,0.2474,-0.606685715
PDR_CHEESE,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,1.69,0,0.189,1.89E-08,-5.772113295,-7.723538196,0.2499,-0.60229368
SRM Matrix,Iodine,,IODI01,MG_P_KG,Interim Precision,SRM38E,1.74,0,0.178,1.78E-08,-5.759450752,-7.749579998,0.2561,-0.591537039
SRM Matrix,Chromium,,ICPM01,MG_P_KG,Interim Precision,SRM45D_MW,1.9,0,0.099,9.90E-09,-5.721246399,-8.004364805,0.2760,-0.559083014
PDR_WHPROT,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1.92,0,0.13,0.000000013,-5.716698771,-7.886056648,0.2785,-0.555219872
NUTS,Nickel,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.92,0,0.086,8.60E-09,-5.716698771,-8.065501549,0.2785,-0.555219872
NUTS,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,1.95,0,0.112,1.12E-08,-5.709965389,-7.950781977,0.2822,-0.549499965
MEAT_BONE,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,2,0,0.292,2.92E-08,-5.698970004,-7.534617149,0.2883,-0.540159551
VEGETABLE,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2,0,0.215,2.15E-08,-5.698970004,-7.66756154,0.2883,-0.540159551
CEREAL_PRD,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,2.02,0,0.192,1.92E-08,-5.694648631,-7.716698771,0.2907,-0.536488609
MISC_DAIRY,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2.1,0,0.064,6.40E-09,-5.677780705,-8.193820026,0.3005,-0.522159559
SAUCES,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,2.11,0,0.083,8.30E-09,-5.675717545,-8.080921908,0.3017,-0.520406935
CHEMICAL,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.13,0,0.06,0.000000006,-5.671620397,-8.22184875,0.3041,-0.516926469
MEATP_RAW,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,2.17,0,0.228,2.28E-08,-5.663540266,-7.642065153,0.3090,-0.51006252
VEGETABLE,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,2.17,0,0.178,1.78E-08,-5.663540266,-7.749579998,0.3090,-0.51006252
SOY_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.21,0,0.024,2.40E-09,-5.655607726,-8.619788758,0.3138,-0.503323946
SOY_PROD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.25,0,0.311,3.11E-08,-5.647817482,-7.507239611,0.3186,-0.49670625
PDR_WPC,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.25,0,0.177,1.77E-08,-5.647817482,-7.752026734,0.3186,-0.49670625
PDR_WPC,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.25,0,0.177,1.77E-08,-5.647817482,-7.752026734,0.3186,-0.49670625
CEREAL_PRD,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2.25,0,0.123,1.23E-08,-5.647817482,-7.910094889,0.3186,-0.49670625
CHEMICAL,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.27,0,0.062,6.20E-09,-5.643974143,-8.207608311,0.3210,-0.493441391
ENVIRONMNT,Iodine,,IODI01,MG_P_KG,Interim Precision,Replicates,2.33,0,0.405,4.05E-08,-5.632644079,-7.392544977,0.3282,-0.483816672
PDR_MILK,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,2.345256,0,0.13,0.000000013,-5.629809744,-7.886056648,0.3301,-0.481408947
SOY_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.36,0,0.017,1.70E-09,-5.627087997,-8.769551079,0.3318,-0.479096864
ENVIRONMNT,Iodine,,IODI01,MG_P_KG,Repeatability,Duplicates,2.37,0,0.304,3.04E-08,-5.625251654,-7.517126416,0.3330,-0.477536918
SOY_PROD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.41,0,0.197,1.97E-08,-5.617982957,-7.705533774,0.3378,-0.471362269
PDR_MISC,Vitamin B6 (Pyridoxine),,VITB01,MG_P_KG,Interim Precision,Replicates,2.41,0,0.029,2.90E-09,-5.617982957,-8.537602002,0.3378,-0.471362269
PDR_WHEY,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2.415800766,0,0.238,2.38E-08,-5.616938885,-7.623423043,0.3385,-0.470475346
PDR_WPC,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.45,0,0.131,1.31E-08,-5.610833916,-7.882728704,0.3425,-0.465289265
PDR_WPC,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.46,0,0.129,1.29E-08,-5.609064893,-7.88941029,0.3437,-0.463786507
CEREAL_PRD,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,2.48,0,0.093,9.30E-09,-5.605548319,-8.031517051,0.3461,-0.46079923
PDR_MISC,Vitamin B1 (Thiamine),,VITB01,MG_P_KG,Interim Precision,Replicates,2.5,0,0.163,1.63E-08,-5.602059991,-7.787812396,0.3485,-0.457835948
VEGETABLE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.52,0,0.196,1.96E-08,-5.598599459,-7.707743929,0.3508,-0.454896278
PDR_WHPROT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.62,0,0.121,1.21E-08,-5.581698709,-7.91721463,0.3626,-0.440539344
PDR_WHPROT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.62,0,0.086,8.60E-09,-5.581698709,-8.065501549,0.3626,-0.440539344
PDR_WHPROT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.62,0,0.086,8.60E-09,-5.581698709,-8.065501549,0.3626,-0.440539344
PDR_MISC,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2.63,0,0.039,3.90E-09,-5.580044252,-8.408935393,0.3638,-0.439133907
SRM Matrix,Selenium,,ICPM02,MG_P_KG,Interim Precision,SRM44A_MW,2.66,0,0.08,0.000000008,-5.575118363,-8.096910013,0.3673,-0.434949439
MISC_FOOD,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,2.68,0,0.138,1.38E-08,-5.571865206,-7.860120914,0.3697,-0.432185931
SRM Matrix,Selenium,,ICPM02,MG_P_KG,Interim Precision,SRM44A_CL,2.7,0,0.078,7.80E-09,-5.568636236,-8.107905397,0.3720,-0.429442969
PDR_WHPROT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.71,0,0.12,0.000000012,-5.567030709,-7.920818754,0.3732,-0.428079098
NUTS,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,2.72,0,0.283,2.83E-08,-5.565431096,-7.548213564,0.3744,-0.426720251
PDR_WHPROT,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,2.72,0,0.071,7.10E-09,-5.565431096,-8.148741651,0.3744,-0.426720251
SOUPS,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.73,0,0.087,8.70E-09,-5.563837353,-8.060480747,0.3755,-0.42536639
SOUPS,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,2.73,0,0.087,8.70E-09,-5.563837353,-8.060480747,0.3755,-0.42536639
PDR_WHPROT,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,2.74,0,0.178,1.78E-08,-5.562249437,-7.749579998,0.3767,-0.42401748
SOUPS,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,2.79,0,0.123,1.23E-08,-5.554395797,-7.910094889,0.3825,-0.41734593
NUTS,Nickel,,ICPM01,MG_P_KG,Interim Precision,Replicates,2.88,0,0.221,2.21E-08,-5.540607512,-7.655607726,0.3930,-0.405632989
LIQ_MILK,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,2.88,0,0.067,6.70E-09,-5.540607512,-8.173925197,0.3930,-0.405632989
PDR_WPC,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,2.95,0,0.44,0.000000044,-5.530177984,-7.356547324,0.4011,-0.396773261
PDR_WHEY,Molybdenum,,ICPM01,MG_P_KG,Interim Precision,Replicates,3.17,0,0.172,1.72E-08,-5.498940738,-7.764471553,0.4263,-0.370237689
PDR_MILK,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,3.21,0,0.027,2.70E-09,-5.493494968,-8.568636236,0.4309,-0.365611589
PET_FOOD,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,3.26,0,0.126,1.26E-08,-5.4867824,-7.899629455,0.4366,-0.359909363
PDR_MPC,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,3.49,0,0.199,1.99E-08,-5.457174573,-7.701146924,0.4626,-0.334757958
PDR_INFANT,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,3.51,0,0.059,5.90E-09,-5.454692884,-8.229147988,0.4649,-0.3326498
PDR_MPC,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,3.57,0,0.215,2.15E-08,-5.447331784,-7.66756154,0.4716,-0.326396657
LIQ_MILK,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,3.67,0,0.029,2.90E-09,-5.435333936,-8.537602002,0.4828,-0.316204665
SRM Matrix,Copper,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,3.68,0,0.109,1.09E-08,-5.434152181,-7.962573502,0.4839,-0.315200782
PDR_WHEY,Nitrite,,NITR05,MG_P_KG,Interim Precision,Replicates,3.78,0,0.196,1.96E-08,-5.4225082,-7.707743929,0.4951,-0.305309395
SRM Matrix,Copper,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,3.81,0,0.17,0.000000017,-5.419075024,-7.769551079,0.4984,-0.302392963
PDR_INFANT,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,3.89,0,0.331,3.31E-08,-5.410050399,-7.480172006,0.5073,-0.294726679
PDR_LACT,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,3.9,0,0.289,2.89E-08,-5.408935393,-7.539102157,0.5084,-0.293779498
SAUCES,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,3.99,0,0.399,3.99E-08,-5.399027104,-7.399027104,0.5184,-0.285362556
SAUCES,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,3.99,0,0.399,3.99E-08,-5.399027104,-7.399027104,0.5184,-0.285362556
SRM Matrix,Copper,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,4.03,0,0.162,1.62E-08,-5.394694954,-7.790484985,0.5228,-0.281682459
SAUCES,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,4.06,0,0.383,3.83E-08,-5.391473966,-7.416801226,0.5261,-0.278946278
SAUCES,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,4.06,0,0.109,1.09E-08,-5.391473966,-7.962573502,0.5261,-0.278946278
SRM Matrix,Vitamin B1 (Thiamine),,VITB01,MG_P_KG,Interim Precision,IRM001,4.09,0,0.308,3.08E-08,-5.388276692,-7.511449283,0.5294,-0.276230242
SRM Matrix,Copper,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,4.11,0,0.158,1.58E-08,-5.386158178,-7.801342913,0.5316,-0.274430596
MISC_FOOD,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,4.15,0,0.174,1.74E-08,-5.381951903,-7.759450752,0.5360,-0.270857429
PDR_MILK,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,4.15,0,0.05,0.000000005,-5.381951903,-8.301029996,0.5360,-0.270857429
SAUCES,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,4.2,0,0.112,1.12E-08,-5.37675071,-7.950781977,0.5415,-0.266439093
CONFECTION,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,4.3,0,0.043,4.30E-09,-5.366531544,-8.366531544,0.5524,-0.257758065
SOY_PROD,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,4.34,0,0.481,4.81E-08,-5.36251027,-7.317854924,0.5567,-0.254342053
MEAT_PROD,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,4.44,0,0.446,4.46E-08,-5.35261703,-7.350665141,0.5676,-0.245937894
MISC_PROD,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,4.52,0,0.06,0.000000006,-5.344861565,-8.22184875,0.5763,-0.239349743
PDR_MISC,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,4.64,0,0.004,4.00E-10,-5.333482019,-9.397940009,0.5893,-0.229682989
MISC_DAIRY,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,4.78,0,0.215,2.15E-08,-5.320572103,-7.66756154,0.6043,-0.218716209
HONEY,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,4.79,0,0.067,6.70E-09,-5.319664487,-8.173925197,0.6054,-0.217945202
PDR_MISC,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,4.79,0,0.005,5.00E-10,-5.319664487,-9.301029996,0.6054,-0.217945202
SRM Matrix,Vitamin B6 (Pyridoxine),,VITB01,MG_P_KG,Interim Precision,IRM001,4.86,0,0.235,2.35E-08,-5.313363731,-7.628932138,0.6129,-0.212592805
FISH,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,5.11,0.00001,0.149,1.49E-08,-5.2915791,-7.826813732,0.6396,-0.194087087
VITCNCRATE,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,5.22,0.00001,0.109,1.09E-08,-5.282329497,-7.962573502,0.6513,-0.186229689
VITCNCRATE,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,5.22,0.00001,0.109,1.09E-08,-5.282329497,-7.962573502,0.6513,-0.186229689
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,IRM001,5.23,0.00001,0.588,5.88E-08,-5.281498311,-7.230622674,0.6523,-0.185523609
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,IRM001,5.23,0.00001,0.588,5.88E-08,-5.281498311,-7.230622674,0.6523,-0.185523609
VEGETABLE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,5.25,0.00001,0.482,4.82E-08,-5.279840697,-7.316952962,0.6545,-0.18411549
PDR_INFANT,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,5.25,0.00001,0.235,2.35E-08,-5.279840697,-7.628932138,0.6545,-0.18411549
PDR_INFANT,Vitamin A,,VITA12,MG_P_KG,Interim Precision,Replicates,5.25,0.00001,0.235,2.35E-08,-5.279840697,-7.628932138,0.6545,-0.18411549
MISC_PDR,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,5.27,0.00001,0.128,1.28E-08,-5.278189385,-7.89279003,0.6566,-0.182712725
PDR_WHEY,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,5.37,0.00001,0.718,7.18E-08,-5.270025714,-7.143875556,0.6671,-0.17577781
PDR_WHEY,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,5.44,0.00001,0.511,5.11E-08,-5.2644011,-7.2915791,0.6745,-0.170999784
PDR_WHEY,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,5.51,0.00001,0.738,7.38E-08,-5.258848401,-7.131943638,0.6819,-0.16628285
PDR_MILK,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,5.52,0.00001,0.005,5.00E-10,-5.258060922,-9.301029996,0.6829,-0.165613898
PDR_MILK,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,5.52,0.00001,0.005,5.00E-10,-5.258060922,-9.301029996,0.6829,-0.165613898
PDR_WHEY,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,5.63,0.00001,0.525,5.25E-08,-5.249491605,-7.279840697,0.6945,-0.158334392
LIQ_MILK,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,5.67,0.00001,0.026,2.60E-09,-5.246416941,-8.585026652,0.6987,-0.155722511
PDR_INFANT,Vitamin B1 (Thiamine),,VITB01,MG_P_KG,Repeatability,Duplicates,5.73,0.00001,0.139,1.39E-08,-5.241845378,-7.8569852,0.7050,-0.151839037
VEGETABLE,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,5.99,0.00001,0.742,7.42E-08,-5.222573178,-7.129596095,0.7320,-0.135467591
PDR_INFANT,Vitamin B1 (Thiamine),,VITB01,MG_P_KG,Interim Precision,Replicates,6.06,0.00001,0.301,3.01E-08,-5.217527376,-7.521433504,0.7393,-0.131181259
PACK_MEALS,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,6.07,0.00001,0.267,2.67E-08,-5.216811309,-7.573488739,0.7403,-0.13057297
PDR_INFANT,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,6.07,0.00001,0.005,5.00E-10,-5.216811309,-9.301029996,0.7403,-0.13057297
PDR_INFANT,Vitamin A,,VITA12,MG_P_KG,Repeatability,Duplicates,6.2,0.00001,0.005,5.00E-10,-5.207608311,-9.301029996,0.7538,-0.122755161
PACK_MEALS,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,6.53,0.00001,0.129,1.29E-08,-5.185086819,-7.88941029,0.7877,-0.103623492
PDR_INFANT,Vitamin B6 (Pyridoxine),,VITB01,MG_P_KG,Interim Precision,Replicates,6.62,0.00001,0.318,3.18E-08,-5.179142011,-7.49757288,0.7969,-0.098573466
PACK_MEALS,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,6.63,0.00001,0.142,1.42E-08,-5.178486472,-7.847711656,0.7980,-0.098016596
MISC_DAIRY,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,6.72,0.00001,0.092,9.20E-09,-5.172630727,-8.036212173,0.8072,-0.093042229
PET_FOOD,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,6.84,0.00001,0.577,5.77E-08,-5.164943898,-7.238824187,0.8194,-0.086512383
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,IRM001A,6.96,0.00001,0.252,2.52E-08,-5.15739076,-7.598599459,0.8316,-0.080096106
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,IRM001A,6.96,0.00001,0.252,2.52E-08,-5.15739076,-7.598599459,0.8316,-0.080096106
SRM Matrix,Vitamin B6 (Pyridoxine),,VITB01,MG_P_KG,Interim Precision,IRM001A,7.18,0.00001,0.369,3.69E-08,-5.143875556,-7.432973634,0.8539,-0.068615142
PET_FOOD,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,7.36,0.00001,0.127,1.27E-08,-5.133122186,-7.896196279,0.8720,-0.059480315
